write test.txt
write test2.txt
write test3.txt
write test4.txt

read test.txt
read test.txt
read test.txt
read test.txt

read test2.txt
read test2.txt
read test2.txt

read test3.txt
read test3.txt
read test4.txt

read test.txt
read test.txt
read test.txt
read test2.txt
read test2.txt
read test3.txt
read test3.txt
read test3.txt
read test4.txt
read test4.txt


read test.txt
read test2.txt
read test3.txt
read test4.txt
read test.txt
read test2.txt
read test3.txt
read test4.txt

optimize1

read test.txt
read test2.txt
read test3.txt
read test4.txt


read test.txt
read test2.txt
read test3.txt
read test4.txt
